userID, animeID, score
1783,189,9
1783,190,9
1783,191,8
1783,192,8
1783,193,0
1783,194,8
1783,195,7
1783,198,9
1783,199,9
1783,202,0
1783,205,8
1783,209,0
1783,223,5
1783,226,10
1783,227,8
1783,228,8
1783,229,0
1783,237,9
1783,239,0
1783,240,8
1783,241,6
1783,248,0
1783,252,7
1783,256,9
1783,257,6
1783,267,0
1783,268,5
1783,270,8
1783,272,9
1783,274,7
1783,281,6
1783,291,6
1783,317,9
1783,320,8
1783,321,6
1783,323,9
1783,329,0
1783,339,10
1783,343,8
1783,355,10
1783,356,9
1783,357,9
1783,358,0
1783,361,8
1783,366,4
1783,368,0
1783,376,8
1783,379,0
1783,384,7
1783,387,0
1783,393,8
1783,395,8
1783,408,7
1783,411,0
1783,412,6
1783,433,9
1783,437,0
1783,443,7
1783,448,6
1783,459,7
1783,468,8
1783,477,8
1783,481,5
1783,482,4
1783,486,9
1783,487,0
1783,488,10
1783,490,0
1783,497,0
1783,513,7
1783,514,8
1783,527,5
1783,529,7
1783,530,7
1783,546,8
1783,547,8
1783,548,8
1783,550,5
1783,564,0
1783,568,0
1783,570,7
1783,591,0
1783,597,8
1783,601,0
1783,641,0
1783,642,0
1783,650,9
1783,651,6
1783,656,9
1783,667,0
1783,673,8
1783,710,9
1783,713,8
1783,740,7
1783,750,0
1783,760,6
1783,770,8
1783,777,9
1783,788,2
1783,790,9
1783,812,7
1783,813,5
1783,821,0
1783,822,6
1783,837,9
1783,838,0
1783,849,10
1783,853,8
1783,855,6
1783,856,9
1783,863,0
1783,877,0
1783,879,0
1783,881,7
1783,888,6
1783,889,9
1783,917,8
1783,918,0
1783,933,4
1783,934,10
1783,935,8
1783,944,7
1783,962,8
1783,963,7
1783,972,0
1783,981,0
1783,996,7
1783,1002,9
1783,1015,8
1783,1025,0
1783,1066,10
1783,1070,6
1783,1072,6
1783,1089,7
1783,1097,6
1783,1195,9
1783,1210,0
1783,1230,8
1783,1243,0
1783,1250,8
1783,1292,7
1783,1303,7
1783,1361,7
1783,1379,8
1783,1389,0
1783,1419,8
1783,1430,8
1783,1436,7
1783,1469,7
1783,1480,9
1783,1482,0
1783,1519,9
1783,1530,10
1783,1531,7
1783,1535,9
1783,1543,6
1783,1546,7
1783,1550,6
1783,1554,0
1783,1559,6
1783,1564,4
1783,1566,9
1783,1568,8
1783,1571,8
1783,1575,8
1783,1594,9
1783,1606,8
1783,1607,6
1783,1609,8
1783,1634,0
1783,1635,0
1783,1636,0
1783,1659,9
1783,1679,6
1783,1688,7
1783,1689,9
1783,1690,8
1783,1691,7
1783,1694,9
1783,1696,6
1783,1699,7
1783,1719,8
1783,1722,8
1783,1723,8
1783,1725,7
1783,1726,6
1783,1727,6
1783,1783,2
1783,1787,0
1783,1807,6
1783,1810,6
1783,1813,8
1783,1815,9
1783,1817,7
1783,1818,8
1783,1827,9
1783,1830,8
1783,1836,7
1783,1840,8
1783,1847,8
1783,1852,9
1783,1856,7
1783,1858,10
1783,1860,7
1783,1887,10
1783,1888,10
1783,1889,9
1783,1896,0
1783,1915,7
1783,1942,9
1783,1943,10
1783,1953,6
1783,1956,6
1783,1965,9
1783,2001,9
1783,2015,8
1783,2025,10
1783,2026,9
1783,2027,7
1783,2030,8
1783,2031,7
1783,2034,9
1783,2043,7
1783,2104,7
1783,2105,7
1783,2124,6
1783,2129,9
1783,2131,6
1783,2155,7
1783,2158,10
1783,2159,6
1783,2161,6
1783,2163,6
1783,2164,8
1783,2166,7
1783,2167,10
1783,2169,6
1783,2175,8
1783,2176,7
1783,2178,8
1783,2205,7
1783,2215,9
1783,2216,8
1783,2236,10
1783,2246,6
1783,2251,9
1783,2357,0
1783,2367,7
1783,2369,7
1783,2403,7
1783,2404,7
1783,2418,7
1783,2448,9
1783,2449,9
1783,2455,6
1783,2476,7
1783,2494,8
1783,2508,7
1783,2562,9
1783,2564,7
1783,2580,7
1783,2581,9
1783,2593,9
1783,2595,6
1783,2596,8
1783,2602,6
1783,2603,7
1783,2604,7
1783,2605,9
1783,2608,0
1783,2683,8
1783,2721,6
1783,2744,9
1783,2746,9
1783,2751,9
1783,2759,9
1783,2772,6
1783,2787,10
1783,2795,5
1783,2798,0
1783,2832,8
1783,2890,8
1783,2899,8
1783,2904,8
1783,2905,5
1783,2923,8
1783,2924,10
1783,2926,5
1783,2927,8
1783,2931,7
1783,2942,9
1783,2952,9
1783,2960,0
1783,2963,9
1783,2964,6
1783,2965,4
1783,2966,9
1783,2969,10
1783,2970,8
1783,2985,6
1783,2986,9
1783,2993,4
1783,3000,5
1783,3001,9
1783,3002,8
1783,3011,7
1783,3053,5
1783,3085,7
1783,3086,7
1783,3087,9
1783,3088,7
1783,3089,8
1783,3121,8
1783,3165,8
1783,3166,6
1783,3167,8
1783,3174,8
1783,3219,9
1783,3221,8
1783,3222,0
1783,3223,0
1783,3225,6
1783,3228,9
1783,3229,7
1783,3230,7
1783,3231,8
1783,3247,6
1783,3256,7
1783,3268,8
1783,3292,9
1783,3298,8
1783,3299,5
1783,3318,7
1783,3322,7
1783,3323,6
1783,3328,4
1783,3342,8
1783,3349,7
1783,3354,7
1783,3358,8
1783,3359,7
1783,3363,9
1783,3366,8
1783,3389,7
1783,3390,0
1783,3406,8
1783,3407,5
1783,3410,7
1783,3419,7
1783,3420,9
1783,3446,7
1783,3455,5
1783,3456,8
1783,3457,5
1783,3464,7
1783,3466,8
1783,3467,7
1783,3470,7
1783,3503,7
1783,3508,8
1783,3549,6
1783,3572,10
1783,3577,9
1783,3588,9
1783,3593,0
1783,3594,5
1783,3604,9
1783,3613,7
1783,3614,8
1783,3615,6
1783,3616,4
1783,3618,6
1783,3627,6
1783,3641,4
1783,3652,8
1783,3653,5
1783,3654,8
1783,3655,7
1783,3656,3
1783,3667,7
1783,3668,6
1783,3673,8
1783,3674,8
1783,3701,9
1783,3702,8
1783,3712,7
1783,3713,9
1783,3731,7
1783,3759,8
1783,3782,9
1783,3783,9
1783,3784,10
1783,3785,9
1783,3840,5
1783,3841,7
1783,3859,6
1783,3901,0
1783,3927,0
1783,3956,9
1783,3958,9
1783,3962,5
1783,3974,8
1783,4012,8
1783,4033,6
1783,4038,7
1783,4039,7
1783,4059,9
1783,4063,3
1783,4066,6
1783,4078,6
1783,4081,8
1783,4087,9
1783,4094,7
1783,4106,9
1783,4107,9
1783,4130,6
1783,4136,6
1783,4151,5
1783,4156,8
1783,4163,8
1783,4173,7
1783,4177,10
1783,4181,10
1783,4182,7
1783,4186,7
1783,4189,0
1783,4192,9
1783,4195,0
1783,4196,5
1783,4202,7
1783,4205,7
1783,4209,6
1783,4214,5
1783,4224,10
1783,4246,9
1783,4262,7
1783,4264,0
1783,4280,9
1783,4282,10
1783,4334,5
1783,4362,6
1783,4382,9
1783,4415,5
1783,4421,7
1783,4472,8
1783,4483,8
1783,4535,9
1783,4548,8
1783,4550,8
1783,4551,6
1783,4565,9
1783,4581,8
1783,4618,8
1783,4654,8
1783,4657,0
1783,4662,6
1783,4672,9
1783,4685,6
1783,4715,9
1783,4719,6
1783,4720,7
1783,4722,8
1783,4725,10
1783,4726,5
1783,4744,6
1783,4752,5
1783,4760,5
1783,4765,0
1783,4786,7
1783,4789,10
1783,4798,7
1783,4811,8
1783,4872,8
1783,4879,0
1783,4884,5
1783,4896,3
1783,4898,6
1783,4901,6
1783,4903,5
1783,4939,5
1783,4970,8
1783,4975,3
1783,4981,7
1783,4983,7
1783,4985,8
1783,4999,7
1783,5030,9
1783,5034,8
1783,5039,8
1783,5040,8
1783,5041,5
1783,5042,3
1783,5056,6
1783,5060,6
1783,5065,8
1783,5074,8
1783,5079,6
1783,5081,10
1783,5114,9
1783,5116,8
1783,5118,7
1783,5141,8
1783,5150,8
1783,5162,5
1783,5163,5
1783,5177,7
1783,5178,8
1783,5204,10
1783,5205,10
1783,5216,7
1783,5220,0
1783,5226,0
1783,5228,7
1783,5262,0
1783,5277,1
1783,5300,9
1783,5305,6
1783,5307,0
1783,5310,8
1783,5332,8
1783,5333,5
1783,5341,9
1783,5342,4
1783,5355,9
1783,5356,9
1783,5365,8
1783,5420,6
1783,5454,5
1783,5484,5
1783,5485,0
1783,5504,6
1783,5505,5
1783,5507,0
1783,5521,8
1783,5525,5
1783,5530,0
1783,5593,7
1783,5597,9
1783,5630,9
1783,5667,3
1783,5670,5
1783,5671,7
1783,5675,7
1783,5678,7
1783,5680,9
1783,5681,10
1783,5682,9
1783,5702,8
1783,5713,6
1783,5734,6
1783,5764,7
1783,5772,4
1783,5835,6
1783,5859,7
1783,5909,8
1783,5914,8
1783,5940,7
1783,5941,8
1783,5945,0
1783,5955,7
1783,5957,6
1783,5958,6
1783,5973,4
1783,5978,0
1783,6007,8
1783,6023,5
1783,6024,6
1783,6030,4
1783,6033,5
1783,6045,8
1783,6064,7
1783,6098,7
1783,6114,6
1783,6115,8
1783,6127,5
1783,6129,7
1783,6131,5
1783,6148,8
1783,6151,6
1783,6164,8
1783,6165,4
1783,6166,9
1783,6199,7
1783,6201,5
1783,6203,5
1783,6205,4
1783,6211,8
1783,6213,9
1783,6251,7
1783,6280,6
1783,6291,5
1783,6312,6
1783,6324,3
1783,6336,0
1783,6344,7
1783,6347,8
1783,6351,0
1783,6361,8
1783,6372,8
1783,6377,9
1783,6380,7
1783,6381,7
1783,6399,9
1783,6408,8
1783,6425,6
1783,6437,0
1783,6443,6
1783,6444,5
1783,6467,7
1783,6479,0
1783,6489,6
1783,6500,0
1783,6512,8
1783,6547,9
1783,6572,8
1783,6573,9
1783,6574,8
1783,6594,7
1783,6610,8
1783,6633,0
1783,6634,0
1783,6637,8
1783,6645,6
1783,6675,8
1783,6682,6
1783,6702,0
1783,6704,3
1783,6712,8
1783,6746,8
1783,6747,8
1783,6748,8
1783,6758,0
1783,6773,8
1783,6774,7
1783,6791,6
1783,6795,8
1783,6802,8
1783,6862,9
1783,6880,8
1783,6882,7
1783,6884,6
1783,6922,8
1783,6956,10
1783,6958,7
1783,6973,6
1783,6974,0
1783,6984,8
1783,7017,6
1783,7044,8
1783,7054,8
1783,7059,8
1783,7062,10
1783,7079,6
1783,7088,5
1783,7108,6
1783,7148,6
1783,7193,5
1783,7279,7
1783,7311,10
1783,7338,8
1783,7375,7
1783,7377,6
1783,7463,3
1783,7465,10
1783,7536,6
1783,7580,6
1783,7588,0
1783,7590,7
1783,7627,8
1783,7647,8
1783,7662,0
1783,7669,8
1783,7674,4
1783,7711,9
1783,7724,6
1783,7739,6
1783,7762,4
1783,7769,8
1783,7770,0
1783,7785,0
1783,7791,9
1783,7805,6
1783,7817,6
1783,7858,5
1783,7870,0
1783,7875,4
1783,8023,7
1783,8062,8
1783,8074,8
1783,8078,6
1783,8086,5
1783,8100,8
1783,8187,0
1783,8197,8
1783,8241,5
1783,8277,8
1783,8302,3
1783,8311,0
1783,8407,4
1783,8424,4
1783,8425,8
1783,8440,6
1783,8457,9
1783,8460,0
1783,8476,9
1783,8479,5
1783,8481,7
1783,8516,8
1783,8525,7
1783,8536,8
1783,8557,9
1783,8630,7
1783,8675,7
1783,8676,8
1783,8726,7
1783,8769,8
1783,8792,6
1783,8795,10
1783,8841,6
1783,8857,7
1783,8861,5
1783,8876,6
1783,8888,7
1783,8915,6
1783,8917,6
1783,8937,9
1783,8939,7
1783,9000,7
1783,9014,0
1783,9041,7
1783,9047,9
1783,9055,7
1783,9062,7
1783,9063,6
1783,9074,7
1783,9117,0
1783,9203,4
1783,9220,6
1783,9253,8
1783,9260,8
1783,9289,8
1783,9314,7
1783,9330,0
1783,9331,8
1783,9335,7
1783,9347,6
1783,9353,5
1783,9362,5
1783,9366,6
1783,9367,6
1783,9379,9
1783,9396,5
1783,9471,8
1783,9479,7
1783,9510,8
1783,9513,0
1783,9515,6
1783,9563,9
1783,9587,6
1783,9598,4
1783,9608,5
1783,9617,9
1783,9618,6
1783,9656,0
1783,9693,4
1783,9712,7
1783,9734,8
1783,9736,6
1783,9737,0
1783,9741,3
1783,9751,7
1783,9756,10
1783,9760,8
1783,9776,6
1783,9834,7
1783,9874,7
1783,9888,5
1783,9911,7
1783,9919,7
1783,9922,3
1783,9925,7
1783,9934,5
1783,9938,6
1783,9958,6
1783,9981,4
1783,9989,8
1783,10012,9
1783,10020,5
1783,10067,6
1783,10080,7
1783,10087,8
1783,10108,0
1783,10110,7
1783,10153,9
1783,10161,0
1783,10163,7
1783,10165,10
1783,10172,0
1783,10191,6
1783,10196,6
1783,10216,5
1783,10232,6
1783,10249,0
1783,10271,6
1783,10278,6
1783,10336,6
1783,10348,6
1783,10357,8
1783,10372,7
1783,10378,8
1783,10379,0
1783,10396,8
1783,10397,7
1783,10417,7
1783,10418,5
1783,10431,6
1783,10447,6
1783,10464,0
1783,10469,8
1783,10490,5
1783,10491,8
1783,10495,9
1783,10521,9
1783,10532,6
1783,10568,7
1783,10572,5
1783,10578,7
1783,10582,6
1783,10588,0
1783,10620,7
1783,10624,8
1783,10638,8
1783,10702,8
1783,10711,6
1783,10719,5
1783,10721,8
1783,10737,5
1783,10739,7
1783,10793,7
1783,10794,6
1783,10798,0
1783,10805,6
1783,10807,0
1783,10863,6
1783,10893,5
1783,10897,7
1783,11013,6
1783,11021,6
1783,11077,6
1783,11079,5
1783,11111,6
1783,11179,8
1783,11227,8
1783,11235,6
1783,11237,8
1783,11239,7
1783,11266,6
1783,11285,8
1783,11319,5
1783,11339,6
1783,11433,9
1783,11491,0
1783,11499,8
1783,11553,6
1783,11577,7
1783,11597,9
1783,11617,5
1783,11703,3
1783,11741,5
1783,11743,7
1783,11751,6
1783,11757,8
1783,11759,6
1783,11761,0
1783,11777,7
1783,11785,6
1783,11793,6
1783,11843,7
1783,11887,8
1783,11889,7
1783,11933,6
1783,11977,9
1783,11979,8
1783,11981,10
1783,12029,9
1783,12053,8
1783,12119,7
1783,12149,7
1783,12187,8
1783,12189,8
1783,12255,7
1783,12281,5
1783,12291,8
1783,12317,8
1783,12355,8
1783,12367,4
1783,12403,9
1783,12413,8
1783,12429,6
1783,12431,9
1783,12445,6
1783,12467,9
1783,12471,6
1783,12505,5
1783,12565,0
1783,12611,0
1783,12665,5
1783,12673,6
1783,12679,9
1783,12685,5
1783,12883,0
1783,12893,0
1783,13055,8
1783,13093,6
1783,13125,4
1783,13201,6
1783,13203,7
1783,13239,6
1783,13267,7
1783,13283,0
1783,13331,9
1783,13333,6
1783,13367,4
1783,13391,7
1783,13409,0
1783,13535,8
1783,13599,7
1783,13601,8
1783,13655,6
1783,13659,7
1783,13759,0
1783,13863,0
1783,13939,6
1783,14027,3
1783,14131,10
1783,14173,6
1783,14175,7
1783,14189,6
1783,14199,6
1783,14227,6
1783,14237,6
1783,14283,7
1783,14293,7
1783,14345,6
1783,14349,7
1783,14467,0
1783,14511,3
1783,14513,0
1783,14515,8
1783,14629,8
1783,14653,3
1783,14741,9
1783,14749,0
1783,14751,4
1783,14807,8
1783,14813,6
1783,14829,8
1783,14833,5
1783,14875,3
1783,14921,5
1783,14967,6
1783,15037,5
1783,15051,8
1783,15059,7
1783,15109,0
1783,15117,8
1783,15197,7
1783,15225,6
1783,15377,0
1783,15379,7
1783,15583,6
1783,15591,8
1783,15687,0
1783,15689,9
1783,15731,6
1783,15793,6
1783,15809,8
1783,15811,8
1783,15911,9
1783,15927,8
1783,16001,6
1783,16011,6
1783,16049,8
1783,16067,7
1783,16157,7
1783,16199,7
1783,16273,7
1783,16331,8
1783,16335,6
1783,16355,7
1783,16397,4
1783,16417,8
1783,16498,8
1783,16524,8
1783,16592,0
1783,16614,6
1783,16662,7
1783,16700,6
1783,16706,8
1783,16732,7
1783,16742,8
1783,16782,9
1783,16910,8
1783,16934,9
1783,16982,3
1783,17074,9
1783,17082,7
1783,17187,8
1783,17247,8
1783,17265,7
1783,17437,7
1783,17549,8
1783,17643,7
1783,17681,6
1783,17725,6
1783,17729,3
1783,17739,8
1783,17821,7
1783,17831,0
1783,17855,6
1783,17879,0
1783,17895,6
1783,17919,8
1783,17947,0
1783,18119,8
1783,18153,9
1783,18195,0
1783,18229,0
1783,18247,3
1783,18277,5
1783,18343,7
1783,18397,5
1783,18465,9
1783,18497,9
1783,18499,9
1783,18617,10
1783,18619,8
1783,18671,7
1783,18679,9
1783,18767,5
1783,18851,7
1783,18857,8
1783,18893,9
1783,18897,9
1783,19109,8
1783,19111,9
1783,19117,0
1783,19159,8
1783,19191,9
1783,19193,8
1783,19195,8
1783,19211,6
1783,19221,5
1783,19367,8
1783,19369,5
1783,19429,7
1783,19489,7
1783,19613,0
1783,19685,0
1783,19697,5
1783,19703,8
1783,19769,6
1783,19815,8
1783,19855,7
1783,19889,6
1783,20021,7
1783,20031,6
1783,20033,5
1783,20047,6
1783,20053,6
1783,20449,7
1783,20457,6
1783,20509,8
1783,20541,8
1783,20709,8
1783,20723,6
1783,20745,6
1783,20785,5
1783,20787,7
1783,20847,5
1783,20853,7
1783,20973,6
1783,21085,9
1783,21241,5
1783,21273,7
1783,21327,6
1783,21353,5
1783,21405,8
1783,21431,4
1783,21507,7
1783,21511,8
1783,21561,8
1783,21573,7
1783,21603,6
1783,21647,9
1783,21659,7
1783,21667,6
1783,21681,7
1783,21845,5
1783,21855,8
1783,21863,0
1783,21881,7
1783,22057,6
1783,22071,6
1783,22147,7
1783,22189,6
1783,22199,7
1783,22273,7
1783,22297,9
1783,22507,7
1783,22535,7
1783,22547,3
1783,22677,9
1783,22729,7
1783,22789,8
1783,23079,0
1783,23121,5
1783,23199,0
1783,23225,8
1783,23227,6
1783,23233,0
1783,23249,9
1783,23269,7
1783,23277,0
1783,23281,7
1783,23283,7
1783,23289,8
1783,23309,5
1783,23319,6
1783,23321,6
1783,23587,6
1783,23605,4
1783,23623,8
1783,23725,6
1783,23945,7
1783,24031,7
1783,24037,7
1783,24227,7
1783,24231,6
1783,24629,8
1783,24765,7
1783,24833,0
1783,24919,8
1783,24921,9
1783,24997,8
1783,25011,7
1783,25157,5
1783,25159,7
1783,25183,6
1783,25431,0
1783,25647,6
1783,25687,0
1783,25719,6
1783,25731,3
1783,25777,6
1783,25835,9
1783,25867,0
1783,25879,6
1783,25907,0
1783,25939,0
1783,26057,7
1783,26085,5
1783,26165,7
1783,26243,5
1783,26349,7
1783,26351,5
1783,26441,3
1783,26443,4
1783,27387,6
1783,27525,8
1783,27633,6
1783,27655,6
1783,27787,8
1783,27821,9
1783,27829,7
1783,27989,9
1783,28013,5
1783,28025,9
1783,28105,0
1783,28121,6
1783,28149,7
1783,28623,9
1783,28701,10
1783,28791,0
1783,28805,8
1783,28825,7
1783,28851,10
1783,28883,3
1783,28907,5
1783,28927,5
1783,28999,7
1783,29067,7
1783,29093,2
1783,29095,3
1783,29317,6
1783,29325,0
1783,29758,7
1783,29785,2
1783,29787,8
1783,30187,6
1783,30206,5
1783,30276,9
1783,30279,6
1783,30307,4
1783,30344,6
1783,30382,3
1783,30485,3
1783,30514,7
1783,30544,0
1783,30652,8
1783,30795,7
1783,30806,5
1783,30831,7
1783,30895,4
1783,30901,7
1783,30902,6
1783,30911,6
1783,31043,9
1783,31056,6
1783,31096,6
1783,31163,8
1783,31181,8
1783,31234,5
1783,31240,5
1783,31251,0
1783,31339,8
1783,31376,8
1783,31405,0
1783,31478,0
1783,31500,8
1783,31629,0
1783,31633,0
1783,31636,7
1783,31637,6
1783,31646,5
1783,31665,6
1783,31704,6
1783,31706,7
1783,31715,8
1783,31716,3
1783,31771,7
1783,31798,6
1783,31804,6
1783,31853,5
1783,31883,6
1783,31890,0
1783,31914,5
1783,31952,0
1783,31953,9
1783,31964,4
1783,31988,9
1783,32071,0
1783,32268,0
1783,32271,2
1783,32281,9
1783,32379,2
1783,32380,5
1783,32438,2
1783,32526,7
1783,32553,7
1783,32615,9
1783,32681,7
1783,32740,6
1783,32828,7
1783,32836,7
1783,32866,6
1783,32887,4
1783,32901,7
1783,32937,7
1783,32959,0
1783,32998,5
1783,33034,5
1783,33035,7
1783,33047,0
1783,33082,7
1783,33089,7
1783,33091,0
1783,33094,6
1783,33197,6
1783,33206,9
1783,33263,0
1783,33352,5
1783,33433,7
1783,33489,8
1783,33506,6
1783,33558,6
1783,33573,7
1783,33674,4
1783,33731,8
1783,33818,7
1783,33836,4
1783,33970,10
1783,33988,8
1783,34051,2
1783,34100,8
1783,34125,6
1783,34134,0
1783,34240,9
1783,34277,7
1783,34321,6
1783,34350,7
1783,34427,5
1783,34494,6
1783,34542,7
1783,34599,9
1783,34618,7
1783,34662,4
1783,34776,0
1783,34798,9
1783,34855,8
1783,34881,4
1783,34914,9
1783,34933,0
1783,34973,7
1783,35078,7
1783,35079,3
1783,35082,0
1783,35240,8
1783,35247,8
1783,35249,0
1783,35347,6
1783,35376,6
1783,35639,4
1783,35756,0
1783,35760,0
1783,35823,5
1783,35838,9
1783,35839,9
1783,35849,8
1783,35860,7
1783,35889,0
1783,35905,6
1783,36009,7
1783,36023,0
1783,36038,6
1783,36039,0
1783,36043,6
1783,36049,6
1783,36077,0
1783,36119,6
1783,36156,6
1783,36266,1
1783,36296,0
1783,36308,7
1783,36468,0
1783,36475,0
1783,36517,0
1783,36524,5
1783,36548,0
1783,36800,0
1783,36862,0
1783,36990,0
1783,37033,0
1783,37055,0
1783,37086,0
1783,37140,0
1783,37341,0
1783,37514,0
1783,37515,0
9108,1,0
9108,5,0
9108,16,8
9108,24,9
9108,30,9
9108,32,8
9108,49,8
9108,61,7
9108,64,9
9108,65,8
9108,68,7
9108,71,7
9108,72,8
9108,73,8
9108,74,8
9108,90,8
9108,91,0
9108,93,8
9108,101,7
9108,102,8
9108,104,0
9108,120,8
9108,123,8
9108,134,7
9108,156,7
9108,164,8
9108,177,0
9108,182,10
9108,199,9
9108,208,8
9108,223,0
9108,232,8
9108,233,8
9108,302,0
9108,329,9
9108,341,7
9108,355,8
9108,356,7
9108,372,7
9108,387,9
9108,431,8
9108,440,8
9108,457,10
9108,477,0
9108,488,7
9108,512,8
9108,513,8
9108,517,8
9108,526,7
9108,527,0
